Income,DebtToIncomeRatio,UtilityTimeliness,SocialSentiment,GeolocationScore,Default
80614,0.69,0,0.59,0.97,0
128905,0.67,1,0.8,0.88,0
97240,0.47,1,0.58,0.79,0
52793,0.2,1,0.5,0.77,1
133688,0.12,1,0.94,0.62,0
66473,0.66,1,0.91,0.78,0
116762,0.52,0,0.91,0.84,0
109388,0.6,1,0.39,0.42,0
117618,0.31,1,0.45,0.47,0
108330,0.46,0,0.59,0.59,1
126956,0.62,1,0.84,0.59,0
138452,0.42,1,0.78,0.94,0
75751,0.52,1,0.85,0.81,0
146311,0.65,1,0.9,0.62,0
98915,0.25,1,0.81,0.89,0
74254,0.15,0,0.47,0.59,0
27006,0.47,0,0.49,0.99,0
138171,0.14,1,0.53,0.87,0
136682,0.64,0,0.5,0.89,0
94218,0.6,1,0.46,0.56,0
85344,0.72,1,0.79,0.49,0
53840,0.55,1,0.32,0.63,0
52430,0.15,0,0.77,0.6,0
43091,0.28,0,0.84,0.86,0
146053,0.67,1,0.34,0.5,0
52983,0.22,1,0.34,0.72,0
43989,0.59,1,0.49,0.78,0
95451,0.65,1,0.44,0.63,0
128088,0.33,1,0.68,0.52,0
38990,0.33,1,0.74,0.94,0
110270,0.49,0,0.71,0.48,0
100360,0.7,1,0.53,0.58,0
139469,0.26,1,0.62,0.85,0
56081,0.76,1,0.72,0.76,0
31033,0.52,0,0.38,0.84,0
128272,0.79,1,0.45,0.89,0
36241,0.16,1,0.88,0.94,1
144932,0.19,1,0.52,0.58,0
142451,0.68,0,0.82,0.68,1
25939,0.71,1,0.46,0.81,0
133000,0.41,1,0.33,0.88,0
67562,0.6,1,0.63,0.75,0
55063,0.71,0,0.88,0.71,0
140373,0.13,0,0.83,0.82,1
120000,0.5,0,0.46,0.63,0
96721,0.7,1,0.89,0.94,0
47045,0.38,1,0.61,0.53,0
136634,0.31,0,0.33,0.93,0
64769,0.66,0,0.32,0.79,0
67118,0.34,1,0.62,0.76,1
104703,0.1,1,0.66,0.68,0
121948,0.77,1,0.35,0.49,0
41625,0.51,1,0.9,0.92,0
124724,0.67,1,0.77,0.43,1
148557,0.68,0,0.82,0.56,0
47076,0.15,1,0.68,0.47,1
142245,0.22,1,0.73,0.46,0
84805,0.32,0,0.55,0.63,0
64605,0.32,1,0.74,0.5,0
104565,0.56,1,0.94,0.75,0
108509,0.54,0,0.72,0.78,0
59121,0.45,0,0.52,0.93,0
85101,0.25,1,0.49,0.58,1
51433,0.37,1,0.93,0.59,0
63309,0.48,1,0.42,0.55,1
87468,0.43,1,0.82,0.87,0
64254,0.19,1,0.6,0.66,0
87293,0.55,0,0.59,0.73,0
116258,0.15,0,0.79,0.62,0
57853,0.36,0,0.4,0.49,1
58405,0.6,1,0.6,0.46,1
86652,0.11,1,0.32,0.92,0
63527,0.5,1,0.74,0.56,1
97227,0.33,1,0.34,0.96,1
20492,0.11,1,0.36,0.97,1
113418,0.23,0,0.85,0.69,0
28811,0.76,1,0.59,0.98,1
113344,0.46,0,0.43,0.42,0
44272,0.8,1,0.69,0.45,0
113935,0.47,1,0.64,0.55,0
92010,0.48,0,0.57,0.53,0
112492,0.37,1,0.89,0.55,0
67153,0.32,0,0.79,0.67,0
128042,0.28,1,0.4,0.44,0
74110,0.34,0,0.67,0.73,0
33979,0.42,1,0.36,0.59,0
130059,0.23,1,0.46,0.44,0
128101,0.26,1,0.89,0.85,0
48328,0.29,1,0.6,0.79,0
132911,0.41,0,0.88,0.88,0
32867,0.56,1,0.41,0.96,0
79234,0.7,1,0.43,0.75,0
45851,0.3,1,0.53,0.87,0
51279,0.23,1,0.54,0.52,0
137431,0.37,0,0.78,0.65,0
116063,0.73,1,0.69,0.72,0
93402,0.11,1,0.66,0.72,0
35449,0.57,1,0.69,0.83,0
96221,0.43,1,0.78,0.88,1
109080,0.21,0,0.88,0.8,1
25451,0.32,1,0.57,0.43,0
107178,0.26,0,0.82,0.61,0
61316,0.71,1,0.62,0.74,0
83064,0.44,1,0.77,0.7,0
83761,0.49,0,0.87,0.43,0
125490,0.52,1,0.32,0.99,0
58870,0.55,0,0.66,0.97,0
116566,0.45,1,0.94,0.86,0
143749,0.11,1,0.62,0.43,0
143765,0.33,1,0.86,0.66,0
144881,0.23,1,0.42,0.65,0
50873,0.58,1,0.69,0.73,0
148389,0.14,0,0.87,0.43,0
78627,0.49,1,0.58,0.65,0
86155,0.25,0,0.62,0.85,0
119186,0.76,1,0.35,1.0,0
45372,0.33,1,0.33,0.76,0
23642,0.33,1,0.6,0.96,0
149148,0.75,0,0.85,1.0,0
48001,0.39,0,0.91,0.66,0
54064,0.77,0,0.73,0.8,0
114826,0.12,1,0.84,0.53,0
34122,0.31,0,0.78,0.69,1
44820,0.57,1,0.76,0.45,0
88431,0.72,1,0.8,0.42,0
75745,0.28,1,0.63,0.94,1
70081,0.75,1,0.6,0.92,0
90902,0.52,1,0.4,0.59,1
28711,0.66,0,0.85,0.67,1
105132,0.38,1,0.33,0.7,1
38793,0.25,1,0.47,0.71,0
28199,0.74,0,0.64,0.48,0
96253,0.75,1,0.93,0.87,0
56191,0.45,1,0.81,0.61,0
30211,0.1,0,0.54,0.42,0
131086,0.18,0,0.76,0.81,0
83069,0.5,0,0.91,0.9,0
108896,0.12,1,0.65,0.95,1
76746,0.38,1,0.6,0.8,0
41542,0.31,0,0.66,0.51,0
51312,0.6,1,0.5,0.75,0
65242,0.14,1,0.89,0.95,0
121971,0.44,1,0.82,0.61,0
113783,0.51,1,0.76,0.97,0
145681,0.53,0,0.68,0.46,0
107893,0.38,1,0.93,0.84,0
75388,0.31,1,0.49,0.47,0
126581,0.58,1,0.48,0.88,1
47691,0.69,0,0.46,0.46,0
97960,0.59,0,0.78,0.6,0
104388,0.75,1,0.82,0.87,1
42601,0.6,1,0.69,0.68,0
138307,0.64,1,0.72,0.93,1
38020,0.22,1,0.53,0.64,1
28155,0.39,0,0.33,1.0,1
89119,0.44,1,0.46,0.41,1
101051,0.28,0,0.68,0.82,0
56777,0.47,1,0.83,0.95,0
39710,0.3,1,0.81,0.72,0
128714,0.58,0,0.42,0.99,0
44532,0.43,0,0.33,0.82,0
148727,0.42,1,0.85,0.66,0
38601,0.79,1,0.35,0.71,0
83227,0.37,1,0.56,0.93,0
24967,0.35,1,0.36,0.97,0
104289,0.32,1,0.67,0.73,0
40022,0.73,1,0.54,0.58,1
63463,0.45,1,0.43,0.54,0
94671,0.52,1,0.69,0.69,0
25722,0.23,0,0.54,0.58,1
47413,0.48,0,0.41,0.65,0
112772,0.29,1,0.76,0.9,0
101050,0.61,1,0.84,0.68,0
129432,0.68,1,0.48,0.78,0
122748,0.6,0,0.42,0.45,0
125922,0.61,0,0.35,0.86,0
105867,0.46,0,0.64,0.69,0
103596,0.6,0,0.84,0.62,0
86732,0.4,1,0.46,0.77,0
32297,0.56,1,0.6,0.46,0
88323,0.28,1,0.4,0.65,0
43816,0.15,1,0.56,0.89,1
144341,0.39,1,0.31,0.56,0
60695,0.42,0,0.89,0.95,1
39702,0.28,1,0.74,0.76,0
45242,0.61,1,0.52,0.72,0
75841,0.15,0,0.87,0.64,0
148498,0.26,1,0.42,0.85,0
87712,0.62,1,0.35,0.74,0
105663,0.41,0,0.91,0.88,0
127096,0.59,0,0.5,0.6,0
112764,0.5,1,0.91,0.82,0
73574,0.77,0,0.71,0.97,0
105744,0.52,0,0.94,0.57,0
48482,0.11,1,0.79,0.99,0
29171,0.35,1,0.37,0.65,1
120755,0.2,1,0.85,0.42,0
118932,0.75,1,0.4,0.61,0
128125,0.17,1,0.75,0.49,0
126082,0.37,1,0.63,0.58,0
23696,0.26,1,0.76,0.46,1
146310,0.69,1,0.8,0.51,1
40058,0.32,0,0.82,0.48,0
40313,0.79,1,0.84,0.43,1
39149,0.13,1,0.85,0.58,0
73521,0.19,1,0.57,0.96,0
65740,0.26,1,0.88,0.97,1
126611,0.67,1,0.77,0.91,0
24956,0.71,1,0.85,0.41,0
95731,0.15,0,0.94,0.42,0
102612,0.12,1,0.38,0.41,0
137850,0.62,1,0.54,0.62,0
86641,0.19,0,0.82,0.99,0
83811,0.19,0,0.36,0.94,0
72160,0.12,1,0.65,0.55,1
71313,0.13,1,0.86,0.65,0
83232,0.28,0,0.31,0.89,0
35417,0.15,1,0.91,0.86,0
44729,0.36,0,0.94,0.48,1
132492,0.68,1,0.51,0.46,0
50099,0.33,1,0.8,0.73,0
138387,0.61,0,0.38,0.46,0
118134,0.17,0,0.8,0.9,0
49961,0.56,1,0.61,0.55,0
32602,0.32,1,0.86,0.51,0
138474,0.62,0,0.44,0.51,1
29256,0.2,1,0.74,0.43,0
106120,0.73,1,0.81,0.79,1
132516,0.27,1,0.43,0.5,0
54681,0.35,1,0.83,0.54,0
111328,0.77,1,0.92,0.85,0
107440,0.5,1,0.7,0.43,0
84789,0.36,0,0.81,0.52,0
63361,0.76,1,0.65,0.49,0
84503,0.33,1,0.69,0.4,0
54540,0.17,0,0.31,0.72,0
46536,0.8,1,0.64,0.51,0
104700,0.29,0,0.67,0.78,0
83043,0.7,1,0.74,0.7,0
98532,0.22,1,0.41,0.8,1
76575,0.61,1,0.46,0.99,1
147626,0.47,1,0.79,0.53,0
22871,0.79,0,0.41,0.8,1
66002,0.49,1,0.57,0.9,0
69812,0.12,1,0.46,0.97,0
42626,0.52,0,0.65,0.77,0
79979,0.2,1,0.94,0.48,1
96057,0.66,0,0.85,0.43,0
146834,0.7,1,0.48,0.57,0
128946,0.44,1,0.54,0.96,0
86668,0.65,1,0.9,0.72,0
119003,0.2,0,0.88,0.75,0
100070,0.44,1,0.4,0.77,0
109390,0.38,0,0.84,0.6,0
62998,0.53,1,0.49,0.51,0
83814,0.13,1,0.65,0.97,0
124601,0.63,1,0.3,0.85,0
65607,0.16,1,0.95,0.71,1
27812,0.56,1,0.79,0.63,0
81844,0.11,1,0.46,0.69,0
90093,0.68,1,0.74,0.42,0
22179,0.22,0,0.49,0.55,1
63798,0.46,1,0.36,0.55,0
94601,0.28,1,0.58,0.67,1
28275,0.61,0,0.7,0.54,0
70574,0.32,1,0.36,0.51,0
67857,0.61,1,0.64,0.86,0
145555,0.3,0,0.63,0.94,0
121484,0.63,1,0.71,0.44,0
40700,0.12,1,0.46,0.53,0
146855,0.3,1,0.31,0.86,0
59464,0.45,0,0.51,0.89,1
62351,0.13,0,0.56,0.7,0
113330,0.23,0,0.71,0.82,0
114319,0.75,1,0.9,0.45,1
102534,0.78,1,0.43,0.91,0
33869,0.62,1,0.75,0.9,0
80315,0.28,1,0.36,0.82,1
130061,0.28,0,0.42,0.95,1
113688,0.55,1,0.63,0.43,0
40954,0.18,1,0.76,0.54,0
51555,0.76,1,0.86,0.62,1
83353,0.26,1,0.78,0.5,0
102190,0.8,1,0.31,0.89,0
65026,0.45,1,0.74,0.85,0
120772,0.64,0,0.84,0.86,1
66976,0.1,1,0.64,0.57,1
100578,0.72,1,0.93,0.86,0
111502,0.29,0,0.3,0.47,0
133943,0.57,1,0.83,0.46,0
129850,0.66,0,0.52,0.75,0
65095,0.21,0,0.72,0.43,0
34270,0.41,1,0.75,0.96,0
50908,0.45,0,0.5,0.6,0
35523,0.32,1,0.95,0.69,0
82433,0.44,1,0.37,0.89,0
67068,0.32,0,0.4,0.64,1
39991,0.35,1,0.88,0.66,0
30775,0.57,1,0.38,0.61,0
97801,0.54,0,0.55,0.61,0
104995,0.26,1,0.78,0.68,0
81250,0.73,1,0.81,0.97,0
36673,0.7,0,0.92,0.96,0
142808,0.46,1,0.81,0.73,0
47056,0.4,0,0.85,0.67,0
26614,0.36,0,0.92,0.88,0
121556,0.6,1,0.66,0.81,1
27415,0.57,0,0.52,0.93,0
108691,0.24,1,0.8,0.84,0
134966,0.57,1,0.41,0.97,0
63884,0.28,0,0.34,0.93,0
36964,0.11,1,0.81,0.91,0
57726,0.59,1,0.92,0.63,0
143133,0.55,1,0.59,0.63,0
57044,0.39,1,0.4,0.84,0
77149,0.47,0,0.62,0.45,0
57544,0.76,1,0.56,0.59,0
69976,0.52,1,0.54,0.96,1
52252,0.56,0,0.71,0.67,0
23832,0.14,1,0.41,0.56,0
110811,0.22,1,0.55,0.69,1
100437,0.31,1,0.86,0.57,0
123749,0.48,1,0.77,0.86,1
54148,0.64,0,0.34,0.91,0
81240,0.32,0,0.63,0.87,0
128169,0.35,0,0.36,0.49,0
145607,0.28,1,0.92,0.6,1
108454,0.28,0,0.46,0.53,0
132230,0.76,1,0.91,0.43,1
148933,0.54,1,0.84,0.84,0
105076,0.21,0,0.66,0.66,1
97116,0.61,1,0.52,0.57,0
73459,0.61,1,0.86,0.58,0
58402,0.57,0,0.4,0.48,0
77727,0.19,0,0.42,0.9,0
58578,0.39,0,0.45,0.49,1
110453,0.17,0,0.69,0.6,0
42318,0.67,1,0.5,0.4,0
95715,0.56,1,0.94,0.66,0
97787,0.46,1,0.43,0.61,0
131435,0.34,1,0.82,0.83,0
105029,0.23,0,0.36,0.83,0
40466,0.17,1,0.53,0.42,0
115742,0.78,0,0.46,0.47,0
65475,0.24,0,0.93,0.94,0
80142,0.14,1,0.32,0.88,1
105160,0.77,1,0.77,0.63,0
46564,0.48,1,0.46,0.5,0
42412,0.66,1,0.83,0.56,1
113526,0.13,1,0.5,0.79,0
71001,0.5,1,0.42,0.97,0
77649,0.38,1,0.75,0.77,1
80957,0.64,1,0.47,0.42,0
55517,0.13,1,0.62,0.79,0
33156,0.38,0,0.39,0.97,0
43064,0.66,1,0.77,0.62,0
45711,0.47,1,0.56,0.96,0
50106,0.49,1,0.39,0.8,0
85458,0.17,1,0.78,0.51,0
36589,0.19,1,0.37,0.49,0
109272,0.57,0,0.67,0.51,0
106511,0.57,0,0.69,0.82,0
121754,0.79,1,0.9,0.75,0
27214,0.6,1,0.4,0.67,0
116117,0.45,1,0.72,0.56,1
105731,0.7,1,0.55,0.94,0
130118,0.17,1,0.56,0.53,0
146479,0.41,0,0.63,0.57,0
47127,0.3,1,0.45,0.43,1
25141,0.17,1,0.6,0.57,1
48884,0.63,1,0.75,0.95,0
110421,0.46,1,0.6,0.51,0
22708,0.49,1,0.33,0.52,0
38375,0.39,1,0.47,0.76,0
35088,0.42,1,0.53,0.74,0
77615,0.18,1,0.53,0.51,1
130138,0.57,1,0.35,0.49,0
65046,0.4,1,0.59,0.47,0
30014,0.67,0,0.75,0.92,1
84425,0.24,1,0.33,0.79,0
23273,0.24,1,0.79,0.97,0
67135,0.55,0,0.92,0.5,0
122842,0.69,1,0.31,0.68,0
50881,0.43,1,0.43,0.85,1
117022,0.61,0,0.65,0.53,0
98077,0.8,0,0.44,0.81,0
28712,0.79,1,0.8,0.68,0
94704,0.62,0,0.5,0.66,1
72874,0.62,1,0.49,0.79,0
89087,0.27,1,0.3,0.68,1
32297,0.68,1,0.48,0.89,1
129269,0.38,0,0.44,0.96,0
47128,0.77,1,0.52,0.75,0
88368,0.16,1,0.4,0.58,0
114019,0.41,0,0.69,0.87,0
107599,0.49,1,0.46,0.5,0
108499,0.38,1,0.84,0.46,0
98958,0.25,0,0.48,0.71,0
52920,0.52,1,0.44,0.79,1
140442,0.63,1,0.34,0.9,0
31156,0.55,0,0.78,0.97,0
31108,0.26,1,0.63,0.92,1
51845,0.61,1,0.37,0.99,0
22800,0.28,0,0.44,0.69,0
148832,0.22,0,0.95,0.59,0
123614,0.58,0,0.82,0.68,1
62712,0.69,0,0.53,0.79,0
22610,0.44,0,0.65,0.7,0
97603,0.47,1,0.57,0.78,0
53872,0.31,0,0.32,0.93,0
30728,0.45,1,0.81,0.5,1
115102,0.19,1,0.77,0.47,0
115319,0.77,1,0.57,0.7,1
142049,0.66,1,0.85,0.99,0
40583,0.57,1,0.65,0.44,0
105774,0.48,0,0.34,0.99,0
27263,0.65,0,0.47,0.98,1
146374,0.45,0,0.6,0.58,0
87450,0.31,1,0.37,0.93,0
109285,0.21,1,0.67,0.4,0
39456,0.55,1,0.38,0.67,1
111118,0.75,1,0.43,0.64,0
85942,0.21,1,0.88,0.94,0
33689,0.23,0,0.95,0.68,0
52934,0.4,1,0.66,0.65,0
53276,0.66,1,0.7,0.78,0
136349,0.31,0,0.82,0.63,0
149336,0.28,0,0.75,0.72,0
121968,0.53,1,0.42,0.97,0
39873,0.47,1,0.57,0.52,1
33050,0.14,1,0.65,0.68,0
86216,0.16,1,0.53,0.41,0
104444,0.55,1,0.41,0.91,0
104040,0.43,1,0.78,0.46,0
41644,0.78,0,0.43,0.46,0
82021,0.57,1,0.47,0.93,1
57125,0.11,1,0.49,0.65,0
86899,0.44,0,0.41,0.81,1
62291,0.39,1,0.85,0.91,0
55060,0.17,1,0.7,0.62,0
21538,0.75,1,0.84,0.56,0
56176,0.66,1,0.62,0.5,0
142430,0.26,1,0.64,0.76,0
61520,0.28,1,0.7,0.55,0
45675,0.12,1,0.54,0.78,0
38287,0.31,1,0.62,0.59,0
20174,0.51,1,0.66,0.61,0
112268,0.39,1,0.92,0.55,1
54998,0.78,1,0.87,0.65,0
122591,0.14,1,0.38,0.5,0
73312,0.51,0,0.33,0.59,0
32112,0.7,0,0.74,0.87,0
125410,0.44,1,0.33,0.53,0
95225,0.1,1,0.34,0.97,0
64814,0.27,1,0.4,0.7,0
105091,0.33,1,0.53,0.46,0
70719,0.78,1,0.58,0.97,1
149887,0.74,1,0.64,0.67,0
53919,0.76,1,0.94,0.73,0
93155,0.68,1,0.55,0.51,0
91569,0.35,1,0.46,0.6,0
61328,0.73,1,0.67,0.82,1
90482,0.79,1,0.44,0.47,0
44618,0.35,1,0.91,0.74,0
54675,0.28,1,0.47,0.82,1
121794,0.48,0,0.94,0.4,0
38919,0.23,0,0.57,0.9,0
24173,0.12,1,0.83,0.43,0
129369,0.76,0,0.72,0.55,0
46400,0.75,1,0.91,0.98,1
70445,0.21,0,0.71,0.45,0
90305,0.39,1,0.68,0.9,0
57564,0.68,0,0.72,0.79,0
65814,0.56,0,0.81,0.76,1
99747,0.38,0,0.88,0.75,1
108791,0.62,1,0.47,0.5,0
47962,0.73,1,0.43,0.8,0
104892,0.75,1,0.32,0.97,0
105842,0.37,1,0.54,0.45,1
90533,0.22,1,0.85,0.6,0
76184,0.74,1,0.35,0.68,0
102912,0.16,1,0.65,0.54,0
126416,0.61,0,0.75,0.84,1
123591,0.2,0,0.84,0.81,1
30578,0.37,1,0.68,0.47,0
38624,0.39,0,0.42,0.74,0
136164,0.21,1,0.93,0.62,0
59194,0.75,1,0.36,0.54,0
129903,0.1,1,0.8,0.91,0
20389,0.73,0,0.36,0.43,1
119303,0.72,1,0.39,0.68,0
131116,0.32,1,0.88,0.69,0
133903,0.59,1,0.79,0.74,0
87391,0.28,1,0.54,0.52,0
126429,0.63,0,0.72,0.92,0
33794,0.49,1,0.6,0.98,0
78002,0.31,1,0.34,0.73,0
55531,0.38,0,0.77,0.55,1
72815,0.58,0,0.8,0.93,1
24986,0.73,1,0.87,0.99,0
52298,0.19,1,0.65,0.85,0
21481,0.5,1,0.74,0.6,0
76408,0.28,0,0.58,0.54,0
89267,0.66,1,0.51,0.49,1
141950,0.15,1,0.57,0.54,0
36835,0.58,1,0.89,0.54,1
145355,0.22,1,0.41,0.98,0
47798,0.52,1,0.46,0.79,0
111649,0.68,0,0.69,0.5,0
84887,0.63,1,0.38,0.69,0
39477,0.63,1,0.88,0.51,1
37266,0.46,1,0.33,0.76,1
106328,0.72,1,0.79,0.6,1
105988,0.51,1,0.54,0.52,0
147815,0.74,1,0.33,0.55,0
63526,0.48,1,0.85,0.81,0
137965,0.45,0,0.72,0.64,0
134615,0.26,1,0.31,0.71,0
126870,0.48,0,0.47,0.89,0
147426,0.2,1,0.53,0.79,0
31889,0.71,0,0.51,0.68,0
44335,0.57,1,0.62,0.97,0
31254,0.8,1,0.64,0.53,0
106610,0.16,1,0.56,0.57,0
31442,0.27,0,0.52,0.95,0
66289,0.71,1,0.63,0.91,0
73747,0.38,1,0.32,0.48,0
57327,0.43,0,0.72,0.96,0
36199,0.7,1,0.69,0.41,0
92827,0.47,1,0.48,0.89,0
126464,0.24,1,0.42,0.57,0
20112,0.72,1,0.35,0.51,0
107051,0.12,1,0.68,0.67,0
39581,0.73,1,0.67,0.94,1
134228,0.14,1,0.65,0.87,0
79722,0.57,0,0.94,0.98,0
112036,0.15,0,0.65,0.72,0
117562,0.59,1,0.77,0.71,0
36523,0.12,1,0.37,0.41,0
86960,0.69,0,0.49,0.51,0
137637,0.43,1,0.48,0.7,0
39552,0.17,1,0.67,0.85,0
143396,0.59,0,0.52,0.89,0
30808,0.44,0,0.72,0.57,0
124347,0.23,1,0.75,0.83,0
92525,0.11,1,0.32,0.9,0
43620,0.39,1,0.72,0.62,0
124565,0.16,1,0.38,0.82,0
20887,0.17,1,0.6,0.66,0
51802,0.29,1,0.77,0.99,0
105024,0.54,0,0.76,0.4,0
115549,0.47,1,0.49,0.65,0
134737,0.15,1,0.48,0.56,0
138639,0.78,1,0.59,0.91,0
138248,0.72,1,0.42,0.57,1
101938,0.28,0,0.93,0.73,1
106741,0.19,1,0.52,0.84,0
141028,0.76,1,0.9,0.7,0
142746,0.42,1,0.89,0.65,0
46049,0.32,0,0.54,0.43,0
97789,0.44,1,0.47,0.41,0
104526,0.64,1,0.8,0.97,0
27846,0.22,0,0.45,0.79,0
110563,0.64,0,0.64,0.9,0
124736,0.62,1,0.37,0.69,0
66220,0.48,0,0.55,0.56,0
66163,0.71,1,0.35,0.58,0
23765,0.19,1,0.48,0.43,1
137126,0.52,1,0.73,0.87,0
101486,0.41,1,0.94,0.75,0
65270,0.4,1,0.47,0.69,0
95277,0.28,1,0.61,0.91,0
108278,0.36,0,0.59,0.67,1
146354,0.18,0,0.42,0.97,0
110239,0.28,0,0.7,0.41,0
124245,0.29,1,0.77,0.99,0
142332,0.6,1,0.4,0.89,0
123159,0.13,0,0.79,0.61,0
42931,0.56,1,0.76,0.76,0
109116,0.25,1,0.43,0.92,0
140599,0.16,1,0.72,0.69,1
75633,0.31,0,0.56,0.43,0
100702,0.26,1,0.74,0.94,0
71913,0.49,1,0.62,0.71,1
139144,0.35,0,0.33,0.73,0
114776,0.78,1,0.81,0.41,1
45991,0.77,0,0.66,0.46,0
141049,0.41,1,0.77,0.87,0
74845,0.66,1,0.38,0.66,0
124092,0.11,1,0.77,1.0,0
118505,0.48,0,0.57,0.82,1
75312,0.62,1,0.82,0.97,0
30561,0.25,0,0.69,0.57,0
36901,0.14,1,0.53,0.51,0
126041,0.21,1,0.43,0.63,0
115556,0.41,1,0.83,0.56,0
82875,0.45,1,0.66,0.77,0
45917,0.37,0,0.94,0.85,0
82120,0.41,1,0.54,0.64,0
21988,0.43,0,0.75,0.45,1
133745,0.64,0,0.7,0.42,0
130041,0.17,1,0.71,0.53,0
148467,0.64,1,0.78,0.84,0
147400,0.58,0,0.39,0.53,0
34256,0.62,1,0.66,0.95,1
138490,0.61,0,0.63,0.79,0
107728,0.43,0,0.52,0.92,0
146155,0.25,0,0.58,0.63,1
48230,0.48,1,0.64,0.99,0
125466,0.77,1,0.51,0.81,0
79778,0.51,1,0.49,0.61,0
65833,0.11,0,0.78,0.53,0
42625,0.14,1,0.34,0.92,0
52088,0.8,1,0.5,0.59,0
99650,0.15,1,0.72,0.43,0
61167,0.13,1,0.44,0.57,1
123937,0.35,1,0.67,0.51,1
91291,0.78,1,0.5,0.59,0
85303,0.32,1,0.85,0.77,0
96361,0.39,1,0.53,0.7,1
108229,0.54,1,0.45,0.83,0
24117,0.12,1,0.64,0.6,0
110265,0.73,0,0.39,0.47,0
148938,0.46,1,0.82,0.5,1
117718,0.43,1,0.74,0.88,0
80710,0.7,0,0.8,0.46,0
114426,0.77,0,0.56,0.88,1
114876,0.4,1,0.84,0.53,1
87054,0.22,1,0.62,0.81,0
50949,0.67,0,0.36,0.77,0
42547,0.38,0,0.45,0.46,0
101882,0.75,1,0.76,0.8,0
88136,0.76,0,0.88,0.67,0
131541,0.18,0,0.36,0.82,1
136883,0.77,1,0.86,0.9,0
84619,0.36,1,0.82,0.42,0
81842,0.55,1,0.53,0.79,0
114803,0.12,0,0.75,0.46,0
121858,0.72,1,0.42,0.63,0
46990,0.55,0,0.83,0.41,1
36193,0.55,1,0.73,0.6,0
50109,0.73,0,0.59,0.5,0
39233,0.46,0,0.86,0.73,0
133557,0.39,1,0.39,0.71,0
101730,0.71,1,0.85,0.88,1
148133,0.62,0,0.32,0.78,1
54510,0.76,1,0.79,0.83,0
21306,0.76,1,0.67,0.46,1
23849,0.37,1,0.75,0.42,0
32360,0.41,1,0.57,0.98,1
131072,0.28,1,0.86,0.66,1
142207,0.56,1,0.5,0.64,0
114767,0.36,0,0.48,0.42,0
65800,0.65,1,0.5,0.47,1
148442,0.19,0,0.8,0.96,0
56963,0.18,0,0.62,0.82,0
74330,0.24,0,0.65,0.65,0
71707,0.16,0,0.84,0.94,0
38689,0.53,1,0.84,0.75,1
49084,0.2,1,0.41,0.85,0
60387,0.21,1,0.66,0.66,1
94816,0.11,0,0.38,0.66,0
22642,0.65,1,0.86,0.44,0
62137,0.67,1,0.84,0.84,1
99832,0.21,1,0.85,0.46,0
75561,0.62,0,0.76,0.86,0
82260,0.4,0,0.6,0.51,0
35438,0.27,1,0.56,0.55,0
68442,0.53,1,0.56,0.95,0
123061,0.22,1,0.34,0.68,0
22994,0.63,0,0.92,0.48,1
143439,0.13,0,0.59,0.94,1
145844,0.77,0,0.9,0.67,0
133530,0.15,1,0.87,0.48,0
119575,0.51,1,0.84,0.63,0
21813,0.73,0,0.68,0.75,1
113027,0.11,1,0.37,0.62,0
143489,0.45,1,0.51,0.95,0
104381,0.35,1,0.69,0.56,0
138808,0.51,0,0.31,0.51,0
75276,0.26,1,0.33,0.53,0
61243,0.15,1,0.74,0.45,0
82912,0.54,1,0.88,0.67,1
80272,0.39,1,0.86,0.93,0
122700,0.54,0,0.41,0.58,0
62051,0.25,0,0.89,0.56,1
98854,0.34,1,0.75,0.9,1
102736,0.49,1,0.77,0.58,0
141992,0.52,1,0.5,0.69,0
142019,0.36,1,0.77,0.42,0
85618,0.3,1,0.76,0.57,1
21920,0.29,1,0.69,0.48,1
126121,0.22,1,0.53,0.46,1
97219,0.33,1,0.83,0.66,0
96872,0.24,1,0.91,0.57,0
101132,0.54,1,0.87,0.5,0
22093,0.5,1,0.46,0.71,0
32905,0.37,0,0.59,0.87,0
141759,0.33,1,0.52,0.84,0
44351,0.27,1,0.76,0.55,0
50981,0.47,1,0.84,0.56,0
93903,0.74,1,0.44,0.84,0
90821,0.58,1,0.92,0.73,0
129200,0.62,1,0.74,0.85,0
123241,0.68,0,0.44,0.4,0
102289,0.35,1,0.54,0.45,0
136506,0.14,1,0.37,0.88,0
104021,0.54,1,0.69,0.91,0
98513,0.23,1,0.41,0.61,0
39874,0.5,0,0.75,0.98,0
70931,0.62,0,0.78,0.58,0
27674,0.65,1,0.61,0.93,1
70516,0.31,0,0.36,0.65,0
141982,0.46,1,0.7,0.74,0
148408,0.53,0,0.54,0.79,0
114574,0.67,0,0.92,0.48,0
80686,0.63,1,0.63,0.42,0
114851,0.79,1,0.35,0.66,0
89212,0.11,0,0.71,0.5,0
22426,0.41,0,0.81,0.73,0
142952,0.28,1,0.4,0.67,0
110009,0.18,1,0.59,0.47,0
88498,0.74,1,0.78,0.8,0
49943,0.8,0,0.31,0.41,0
86395,0.23,1,0.32,0.48,0
64816,0.13,0,0.74,0.82,0
24138,0.29,1,0.77,0.72,0
120728,0.68,1,0.85,0.57,0
111176,0.31,1,0.56,0.51,0
95945,0.14,1,0.55,0.79,0
24017,0.14,0,0.66,0.52,0
30451,0.4,1,0.79,0.99,1
82956,0.75,1,0.72,0.92,1
113863,0.3,1,0.51,0.48,0
